Date,spClose,nsdqClose,dxyClose,Open,High,Low,Close,Adj Close,Volume,BTC / USD Denominated Closing Price,BTC / Free Float MVRV (Free Float Market Cap / Realized Market Cap),BTC / MVRV (Market Cap / Realized Market Cap),BTC / BTC Denominated Price,BTC / Free Float Market Cap (USD),BTC / Realized Market Cap (USD),BTC / Daily Inflation Rate,BTC / All Time Miner Revenue (USD),BTC / Total Fees (USD),BTC / Miner Supply (USD),BTC / Exchange Deposits (USD),BTC / Exchange Withdrawals (USD),BTC / Annual Inflation Rate
2014-10-14,1877.699951171875,4227.169921875,85.81999969482422,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,400.880592054354,1.08618768,1.16884486,1.0,4985874343.527271,4590251221.78002,0.0246567393619936,1029292875.2486815,5482.116323393716,808894300.4462098,15415258.600347323,15086992.32599767,8.99970986712767
2014-10-15,1862.489990234375,4215.31982421875,85.1500015258789,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,394.7730102539063,25267100,394.625879894798,1.07141327,1.15308824,1.0,4908861950.612703,4581669904.845347,0.0281978620453421,1030787407.6044135,4819.659129143105,796602064.6433086,10422232.039500378,10291303.759598592,10.2922196465499
2014-10-16,1862.760009765625,4217.39013671875,85.0,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,382.5559997558594,26990000,382.321476329632,1.03804094,1.11729203,1.0,4756606890.331091,4582292208.316685,0.02763000333985,1032206646.8037006,4649.736867453159,772501001.1290307,9695908.810503624,7742244.398256791,10.0849512190452
2014-10-17,1886.760009765625,4258.43994140625,85.19000244140625,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,383.7579956054688,13600700,382.200789596727,1.0387369,1.11813531,1.0,4755965323.038437,4578604393.725166,0.0265028422008135,1033567781.0443597,4321.437590755681,771587037.6484917,8676567.701080991,9779490.449591642,9.67353740329692
2014-10-18,,,,383.97601318359375,395.1579895019531,378.9710083007813,391.4419860839844,391.4419860839844,11416800,391.293177089421,1.06308787,1.14449554,1.0,4869968453.680118,4580965142.035622,0.0305995501538931,1035176158.4710294,4075.400603127645,790861326.7678177,5871207.467919138,9750820.314719558,11.168835806171
2014-10-19,,,,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,389.5459899902344,5914570,388.684497954413,1.05576559,1.13688775,1.0,4837530426.948129,4582011837.002318,0.0248093322872296,1036472770.0831422,4235.656414315464,785416242.7750934,5895004.489482959,6222145.541061154,9.05540628483881
2014-10-20,1904.010009765625,4316.06982421875,84.94999694824219,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,381.190858562244,1.03560805,1.11540138,1.0,4744541645.207672,4581406680.671181,0.0255489484633699,1037783293.0359366,4944.262218793569,770643765.9523966,9953649.906273454,8483316.857333517,9.32536618913001
2014-10-21,1941.280029296875,4419.47998046875,85.30999755859375,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,385.204633541204,1.04657005,1.1273598,1.0,4795221865.392634,4581845089.68221,0.028524628396179,1039261642.5012747,4941.742043044311,778990119.8269948,8883245.28311959,6756523.477247669,10.4114893646053
2014-10-22,1927.1099853515625,4382.85009765625,85.73999786376953,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,383.1579895019531,11641300,380.778763296318,1.03492881,1.11497797,1.0,4740859383.760561,4580855550.088151,0.0296344566609721,1040780032.782366,4794.696988502583,769416872.4485948,20140075.99699248,10440351.174102567,10.8165766812548
2014-10-23,1950.8199462890625,4452.7900390625,85.83999633789062,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,357.344793103448,0.97235111,1.04769288,1.0,4449784249.854646,4576314256.93453,0.0281354965268967,1042133575.298343,4565.922011441133,722947433.0751209,10874555.472914806,10641384.301355861,10.2694562323173
2014-10-24,1964.5799560546875,4483.72021484375,85.7300033569336,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,357.48843395675,0.97405401,1.04955841,1.0,4452761553.736852,4571370297.290266,0.0296173443897956,1043559209.762414,4617.939093000318,724273950.3602746,9779338.61367013,11058162.126338298,10.8103307022754
2014-10-25,,,,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,347.27099609375,18127500,345.811246639392,0.94295333,1.01613431,1.0,4308187400.20044,4568823585.863902,0.0288639203005217,1044902864.4487131,3636.105571405138,700860211.736544,6055041.278041988,6164351.247720733,10.5353309096904
2014-10-26,,,,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,354.7040100097656,11272500,353.081956165985,0.96302933,1.03785791,1.0,4399411745.937234,4568305047.905486,0.0232719379894258,1046010225.6056337,3980.04390199448,716190140.8349419,6111091.955072356,6717312.850589138,8.49425736614043
2014-10-27,1961.6300048828125,4485.93017578125,85.5,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,350.015711864407,0.95555856,1.02988218,1.0,4362177291.954388,4565054905.994981,0.0295931449878476,1047406330.1825844,4792.122289702286,709645469.5650539,7726362.553740429,8273693.686369899,10.8014979205644
2014-10-28,1985.050048828125,4564.2900390625,85.41000366210938,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,354.653805084746,0.96847998,1.04388822,1.0,4420779148.941285,4564657232.892002,0.0256780211031352,1048634634.2084439,4748.398317042553,719072948.4628695,9433431.558089033,7640855.716692875,9.37247770264434
2014-10-29,1982.300048828125,4549.22998046875,85.94999694824219,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,333.599350087668,0.9124446,0.98355448,1.0,4159259939.5821033,4558369811.67551,0.0288329398049924,1049932136.4210695,4804.731035916287,675646957.4584916,8986187.131209724,9741554.67445823,10.5240230288222
2014-10-30,1994.6500244140625,4566.14013671875,86.1500015258789,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,344.609382232613,0.94314565,1.01672909,1.0,4297547734.373406,4556610889.981135,0.0316132271805092,1051401453.4867169,4727.191158721433,698283330.1489052,11189233.622504015,8817748.719822012,11.5388279208859
2014-10-31,2018.050048828125,4630.740234375,86.87999725341797,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,337.182912624196,0.92463321,0.99675714,1.0,4206468039.1246934,4549336978.896275,0.0349482919573205,1052990514.2871679,4301.111117276069,683591508.9019264,7492729.356832966,8175095.558975527,12.756126564422
2014-11-01,,,,338.6499938964844,340.52899169921875,321.05499267578125,325.7489929199219,325.7489929199219,16677200,324.371315020456,0.89019848,0.95963351,1.0,4047847405.7073765,4547129103.542219,0.0295485982504394,1054283966.9691466,4076.704772382961,658087811.8776424,6269393.094389383,8544830.267432261,10.7852383614104
2014-11-02,,,,326.07501220703125,329.04998779296875,320.6260070800781,325.8919982910156,325.8919982910156,8603620,324.248566627703,0.89031403,0.95980572,1.0,4047280245.466896,4545901929.100798,0.0287969422606143,1055544516.1953622,4086.0305332874755,658153429.0348774,4436483.621682551,4498827.994032573,10.5108839251242
2014-11-03,2017.81005859375,4638.91015625,87.30999755859375,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,325.361865575687,0.89419119,0.96404683,1.0,4062193208.9876056,4542868751.814879,0.0313881011779599,1056924555.9686712,5385.891251693972,660601948.0945313,8597362.228387676,6911488.68315677,11.4566569299554
2014-11-04,2012.0999755859375,4623.64013671875,86.9800033569336,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,329.657703974284,0.90709413,0.97805226,1.0,4116668014.9086556,4538302987.750975,0.0300789521567801,1058264280.5259103,4610.856143187123,665202007.4632931,13340206.354281934,10463553.697902134,10.9788175372247
2014-11-05,2023.5699462890625,4620.72021484375,87.44000244140625,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,338.805765341905,0.93257067,1.00559416,1.0,4231685543.9062786,4537656693.487793,0.025616247493811,1059437702.0294244,4541.613084649538,683593130.9984074,11520381.870468767,12638515.066035606,9.34993033524103
2014-11-06,2031.2099609375,4638.47021484375,88.01000213623047,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,349.689911747516,0.96100648,1.03634538,1.0,4368502800.285118,4545757909.822715,0.0285780778032717,1060788862.0797927,4853.89014037902,705963747.0631888,13270325.630966552,9119217.746390177,10.4309983981942
2014-11-07,2031.9200439453125,4632.52978515625,87.63999938964844,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,342.133288135593,0.94091898,1.01476248,1.0,4274956972.9608197,4543384785.168324,0.0278280439122383,1062076458.9059438,4596.995642516237,690649626.4984679,11847602.271560319,10520421.809292817,10.157236027967
2014-11-08,,,,342.15399169921875,347.0320129394531,342.15399169921875,345.4880065917969,345.4880065917969,8535470,345.716332554062,0.95063129,1.02534954,1.0,4320479050.0703335,4544852545.030199,0.0283765502188502,1063402654.7078186,3830.8298555759466,698570684.1287555,7407226.796936007,5321048.652912513,10.3574408298803
2014-11-09,,,,345.3760070800781,363.6260070800781,344.2550048828125,363.2640075683594,363.2640075683594,24205600,363.610051724138,1.00042046,1.07917955,1.0,4544827276.496654,4542917178.024287,0.0278124098202167,1064771727.4423939,5535.040609704184,735136221.4777458,8690761.898628727,5818726.210302769,10.1515295843791
2014-11-10,2038.260009765625,4651.6201171875,87.80999755859375,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,366.9240112304688,30450100,365.502253945061,1.00545997,1.0847227,1.0,4569273140.1430235,4544460515.266147,0.0272487346646517,1066119923.481892,4975.2562499741825,738260117.1760918,14560655.157781014,14069614.0834451,9.94578815259787
2014-11-11,2039.6800537109375,4660.56005859375,87.52999877929688,365.8569946289063,371.30999755859375,363.7349853515625,367.6950073242188,367.6950073242188,15838900,367.825466978375,1.01205165,1.09194006,1.0,4598969330.782095,4544204182.819094,0.0239064383652211,1067311013.7968162,4853.183919013917,739947672.6022167,9846839.325445417,9521654.157308714,8.7258500033057
2014-11-12,2038.25,4675.14013671875,87.81999969482422,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,422.591419637639,1.16020867,1.25193043,1.0,5284570841.246741,4554845141.7110405,0.0272348010981361,1068870546.7034873,6509.439502760975,849926756.9412382,26855695.79513687,28664748.177168343,9.94070240081966
2014-11-13,2039.3299560546875,4680.14013671875,87.66999816894531,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,421.914471654004,1.15456507,1.24597359,1.0,5276959856.466426,4570517480.577491,0.0268570446404073,1070405922.4904002,5935.827167104748,848754026.6963387,29514444.363698248,25817451.220101263,9.80282129374867
2014-11-14,2039.8199462890625,4688.5400390625,87.52999877929688,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,398.388882817066,1.09056646,1.1770509,1.0,4983537789.219579,4569678191.615342,0.0285158997332613,1071944906.8164159,5187.127170034393,800237899.0083394,18797487.035278875,15109426.26271181,10.4083034026404
2014-11-15,,,,399.6499938964844,405.5280151367188,371.0079956054688,376.1329956054688,376.1329956054688,15727500,377.993840736411,1.03509702,1.11736503,1.0,4728865117.07257,4568523574.07479,0.0259168266517812,1073272066.0960088,4180.837015456186,760043876.111448,11304763.306419833,12363437.05557765,9.45964172790013
2014-11-16,,,,374.7300109863281,390.7990112304688,374.60198974609375,387.8819885253906,387.8819885253906,11905600,390.205823495032,1.0682062,1.15327838,1.0,4882266563.190479,4570528218.5362835,0.0277603200622146,1074740407.6174726,5069.683357449129,785068179.2000144,7717434.095455147,6943766.750926663,10.1325168227083
2014-11-17,2041.3199462890625,4671.0,87.93000030517578,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,387.501031560491,1.06156351,1.14624262,1.0,4849140999.653391,4567923610.764494,0.0266428069763754,1076140718.8133113,5307.48222084117,772472256.4460329,13848705.953108754,15348930.564349193,9.72462454637702
2014-11-18,2051.800048828125,4702.43994140625,87.58000183105469,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,375.197998046875,32222500,373.864564582116,1.02483373,1.10670813,1.0,4679299697.125119,4565911088.237436,0.0284848857062633,1077584991.1791823,4893.792229905596,744065768.800383,18595183.901477087,16904878.1526436,10.3969832827861
2014-11-19,2048.719970703125,4675.7099609375,87.6500015258789,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,380.5549926757813,18931800,377.613398012858,1.03589447,1.1187722,1.0,4726947103.376009,4563155077.345538,0.0260735173762605,1078921366.6487682,5288.241590609854,751721484.989545,15334090.826240506,11179680.621364381,9.51683384233508
2014-11-20,2052.75,4701.8701171875,87.58999633789062,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,356.181265341905,0.97850651,1.05691479,1.0,4459283966.400509,4557234831.007667,0.0255122512769881,1080154693.511332,4501.497134280368,709062020.4832774,12522971.26500238,13571374.332653485,9.31197171610066
2014-11-21,2063.5,4712.97021484375,88.30999755859375,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,350.748858854471,0.96435146,1.04171403,1.0,4391929487.04687,4554283047.057194,0.0234731548466385,1081272693.0219414,4371.883746451707,698766302.6060526,9984587.430164168,10080179.4234854,8.56770151902304
2014-11-22,,,,351.60400390625,364.8410034179688,350.87799072265625,352.9200134277344,352.9200134277344,15273000,352.455514611338,0.96915541,1.04704666,1.0,4413951544.803364,4554431119.037952,0.0284554111924542,1082633551.5928304,3904.8396352986465,702774857.5442376,6265911.944495567,6796776.427960573,10.3862250852458
2014-11-23,,,,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,367.773242255991,1.01108248,1.09252099,1.0,4606241704.244171,4555752686.582585,0.0262312238477814,1083943610.8806264,4464.277787200655,733862218.9322946,7901347.085554864,6474371.551098176,9.57439670444022
2014-11-24,2069.409912109375,4754.89013671875,88.1500015258789,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,376.994223845704,1.03616182,1.11975677,1.0,4722438391.558224,4557626327.747689,0.0271474866287312,1085334008.0551414,4943.401882159021,752354624.2635983,13621853.416031951,12970403.853254674,9.9088326194869
2014-11-25,2067.030029296875,4758.25,87.91999816894531,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,375.3479919433594,25442200,376.755630040912,1.03570503,1.11940193,1.0,4720014757.250024,4557296360.825706,0.024371393835619,1086581728.5634975,4426.92922112138,751489942.2032597,14231114.131272892,15169751.416167168,8.89555875000095
2014-11-26,2072.830078125,4787.31982421875,87.61000061035156,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,367.530208065459,1.01080625,1.09262566,1.0,4605035405.96454,4555804264.069423,0.0252881561670421,1087845108.7302327,4589.204111021461,731880527.4642822,10108187.642823268,10413801.271038365,9.23017700097036
2014-11-27,,,,370.50201416015625,373.9920043945313,368.2820129394531,369.6700134277344,369.6700134277344,8748030,369.530227352425,1.0163986,1.09877029,1.0,4630880247.304766,4556165491.213067,0.0260197244704103,1089152094.0021417,4391.2204917548615,736294752.7534792,7289147.3761653965,8705641.621460855,9.49719943169976
2014-11-28,2067.56005859375,4791.6298828125,88.36000061035156,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,377.896931911163,1.04911944,1.13429879,1.0,4736372565.092411,4514617093.272302,0.0273040267064398,1090554675.275811,4362.625598037338,753398291.5532486,12353058.98395563,11507287.979539188,9.96596974785052
2014-11-29,,,,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,376.07633547633,1.04414641,1.12906205,1.0,4714334463.97276,4515012862.245765,0.0289560197695257,1092034989.572221,4214.679665534689,750471392.2035146,10729581.229220655,8284649.06194483,10.5689472158769
2014-11-30,,,,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,378.690397136178,1.05116853,1.13677757,1.0,4747993149.272735,4516871469.547883,0.0295006140798783,1093554675.3965094,4924.2357435773965,755210261.3866343,7697634.332079403,6737995.587090091,10.7677241391556
2014-12-01,2053.43994140625,4727.35009765625,87.94999694824219,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,379.111978959673,1.05237744,1.13825789,1.0,4753695800.5214,4517101599.591231,0.0239635050677168,1094792149.7665932,5360.438464882909,755763380.8248028,9687697.033352232,8952125.75895087,8.74667934971662
2014-12-02,2066.550048828125,4755.81005859375,88.6500015258789,379.25,384.0379943847656,377.8630065917969,381.3150024414063,381.3150024414063,12364100,382.946796317943,1.06403337,1.1510639,1.0,4802278479.660496,4513278094.77568,0.0276425549338435,1096233630.239895,5429.98710961124,761817940.8840339,13415388.686436666,10549934.486111933,10.0895325508529
2014-12-03,2074.330078125,4774.47021484375,88.95999908447266,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,375.010009765625,13340100,375.916019286967,1.04453631,1.13011906,1.0,4714504913.57682,4513490686.785448,0.021372340403048,1097328840.0680707,5053.3722432389095,747909994.0759194,12517579.185504172,13728121.027391186,7.80090424711252
2014-12-04,2071.919921875,4769.43994140625,88.69999694824219,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,368.845568088837,1.02807874,1.11229742,1.0,4627141079.136012,4500765247.754567,0.0268924358412904,1098680582.123806,5455.7322110183795,732800984.7277154,20234800.269490223,11054336.392263608,9.81573908207099
2014-12-05,2075.3701171875,4780.759765625,89.33000183105469,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,378.428329631794,1.05460833,1.1410958,1.0,4748322762.502271,4502451391.23059,0.0287261292255159,1100161130.1515806,4677.54221048588,752370992.8332227,16322513.360496623,14476622.461444216,10.4850371673133
2014-12-06,,,,376.7569885253906,378.447998046875,370.9450073242188,374.7850036621094,374.7850036621094,7009320,375.13795119813,1.04542843,1.13129289,1.0,4707683899.628859,4503114478.316395,0.0252210713701974,1101450095.8089156,4118.174481426512,746042186.7901249,8040773.463559556,8095756.29002508,9.20569105012206
